treatment,pri2000s,pri2000v,t2000,t2000r,pri1994,pan1994,prd1994,pri1994s,pri1994v,pan1994s,pan1994v,prd1994s,prd1994v,t1994,t1994r,votos1994,avgpoverty,pobtot1994,villages
1,24.58471805,43.02325581,58.8039875,57.91245791,124,29,16,38.09069693,72.09302326,8.908308297,16.86046512,4.914928973,9.302325581,55.29295206,64.41947566,180,4.800000191,524,7
0,75.21739006,50.14492754,161.3043427,57.3089701,120,43,95,43.37443113,43.95604396,15.54250419,15.75091575,34.3380928,34.7985348,98.67683053,61.9047619,273,5,578,13
1,39.96282518,62.86549708,65.98513126,63.56877323,153,75,64,30.78450263,50,15.0904417,24.50980392,12.8771767,20.91503268,65.19070864,73.91304348,324,5,1064,4
0,34.85193551,46.50455927,77.44874954,65.14851485,156,81,20,30.81124127,52.34899329,15.99814445,27.18120805,3.950159252,6.711409396,63.59755993,65.63876652,322,4,943,3
1,49.79919791,73.37278107,69.07630563,64.75095785,175,13,1,59.19380784,90.67357513,4.397254065,6.735751295,0.338250329,0.518134715,69.67956424,76.28458498,206,4.599999905,489,4
0,44.26229596,70.3125,64.59016204,52.17391304,184,27,5,51.37477517,83.63636364,7.538689673,12.27272727,1.396053564,2.272727273,66.45215154,68.75,238,4,579,2
1,40.0000006,69.18918919,58.74999762,54.25219941,175,29,5,48.43749702,79.9086758,8.026785403,13.24200913,1.383928489,2.283105023,64.76785541,77.11267606,234,5,630,2
1,38.39662373,44.17475728,92.82700419,59.1954023,130,31,2,47.87297249,62.20095694,11.41586304,14.83253589,0.736507261,0.956937799,76.96501017,75.72463768,209,4.800000191,495,5
1,25.05446672,59.27835052,42.91939139,53.15068493,171,17,1,34.73100662,87.69230769,3.452790156,8.717948718,0.203105295,0.512820513,40.62106013,65.2173913,200,4.75,911,6
1,38.34586442,62.19512195,61.6541326,62.12121212,66,11,2,49.14281368,78.57142857,8.190468699,13.0952381,1.489176136,2.380952381,64.77916241,73.04347826,87,4.666666508,230,2
1,33.87096822,50,70.16128898,55.26315789,71,21,1,38.36770058,71,11.34819314,21,0.540390145,1,55.11979461,74.07407407,102,4.875,397,11
1,59.60000157,79.67914439,75.59999824,66.78571429,164,14,2,66.56230688,90.10989011,5.682148039,7.692307692,0.811735447,1.098901099,73.86792898,80.88888889,182,4,474,5
0,26.36916935,37.62662808,71.70385122,61.53161175,399,20,109,46.13071382,68.20512821,2.312316559,3.418803419,12.60212511,18.63247863,72.95358777,65.14476615,631,4.833333492,1629,9
1,20.68527937,32.6,66.24365449,66.93440428,271,17,109,36.18415594,61.73120729,2.269854955,3.872437358,14.55377489,24.82915718,62.35424876,71.38211382,467,4.599999905,1304,5
0,33.25635195,58.37837838,58.73749256,52.63157895,478,50,64,38.24914694,68.48137536,4.000956938,7.163323782,5.121224746,9.169054441,58.01387429,59.15254237,725,5,2584,4
1,26.80412233,74.28571429,38.08368742,55.81613508,388,41,57,21.48462385,72.11895911,2.270282432,7.620817844,3.156246245,10.59479554,30.67649901,61.76808266,554,3.666666746,2966,3
1,47.61290252,74.09638554,65.03225565,60.4368932,322,11,24,45.10267079,73.01587302,1.54077448,2.494331066,3.361689672,5.442176871,73.8171041,67.0212766,527,5,1376,14
1,36.96407974,63.92785571,58.86442661,54.89548955,415,58,179,42.71023273,61.20943953,5.969141051,8.554572271,18.42200458,26.40117994,73.4821856,91.74560217,714,5,1832,14
1,23.15978408,34.03693931,70.73608637,62.6446281,220,15,57,36.18720472,71.197411,2.467309311,4.854368932,9.375775605,18.44660194,59.5443964,59.42307692,362,5,1117,13
0,46.30996287,65.36458333,72.87822962,69.18918919,130,2,63,24.19458926,45.77464789,0.372224441,0.704225352,11.72507033,22.18309859,58.06701183,65.43778802,312,5,1209,13
1,33.71710479,55.70652174,62.00658083,61.02819237,169,7,129,26.2167424,51.21212121,1.085900515,2.121212121,20.01159489,39.09090909,55.53605556,72.05240175,358,5,1164,9
1,33.42246115,50.40322581,73.79679084,61.69154229,192,56,112,23.64780307,41.46868251,6.897275895,12.0950324,13.79455179,24.19006479,63.3071363,66.61870504,514,4.75,1413,5
0,20.9374994,28.38983051,76.5625,64.83516484,185,48,37,56.96007013,66.07142857,14.77883011,17.14285714,11.39201447,13.21428571,87.74930239,80.22922636,285,5,556,11
1,28.94190848,42.66055046,69.70954537,65.26946108,245,36,101,23.98465425,50,3.524275869,7.346938776,9.887551516,20.6122449,49.92724061,61.40350877,510,5,2208,4
1,37.39837408,62.90598291,64.43089247,53.42465753,311,82,107,32.26184845,49.44356121,8.506339043,13.03656598,11.0997349,17.01112878,69.39927936,67.6344086,669,4.5,1560,14
1,30.01808226,49.25816024,65.09945989,60.07130125,149,120,8,26.74744725,51.37931034,21.54156864,41.37931034,1.436104625,2.75862069,58.34174752,57.19921105,325,5,1226,10
1,24.42528754,39.35185185,63.50574493,58.22102426,126,43,51,32.55038559,50.60240964,11.10846475,17.26907631,13.17515671,20.48192771,64.3257618,72.17391304,249,4.857142925,692,7
1,35.75317562,55.96590909,67.51360893,57.14285714,186,72,33,31.90066516,55.85585586,12.34864518,21.62162162,5.659795552,9.90990991,62.42926121,69.08713693,364,5,1138,7
0,32.44592249,57.52212389,58.40266347,51.05421687,228,18,38,35.37588716,58.61182519,2.792833187,4.627249357,5.89598082,9.768637532,60.35622358,65.26845638,389,5,1022,10
1,35.0310564,66.35294118,56.89440966,50.41518387,294,16,9,37.124753,83.28611898,2.020394802,4.532577904,1.136472076,2.549575071,48.36319983,47.51009421,383,5,1522,7
0,32.73195922,51.62601626,67.01030731,59.42028986,122,73,25,29.61061299,51.47679325,17.71782488,30.80168776,6.067748368,10.54852321,60.6774807,63.36898396,250,5,665,5
1,17.12385714,59.36599424,32.58520365,59.31623932,170,39,49,13.71530592,57.23905724,3.146452457,13.13131313,3.953235224,16.4983165,25.17161965,55.41044776,312,4.900000095,2253,10
1,19.40789521,56.19047619,38.15789521,35.71428571,150,6,0,54.63331938,95.54140127,2.185332775,3.821656051,0,0,59.36820507,59.46969697,163,5,552,4
1,41.81256294,59.09752547,73.42945337,51.49925037,480,45,60,57.02568293,76.43312102,5.346157774,7.165605096,7.128210366,9.554140127,79.12313342,57.93357934,666,4.333333492,1606,12
0,20.85682005,43.12354312,50.05636811,52.25334957,127,21,146,13.79169822,38.60182371,2.280517109,6.382978723,15.85502326,44.3768997,37.90002167,56.62650602,349,5,1834,3
1,27.36660838,49.6875,55.93803525,49.23076923,176,24,118,26.81664824,50.86705202,3.656815365,6.936416185,17.97934324,34.10404624,56.83300495,59.7582038,373,4.571428776,1170,9
1,31.7507416,56.02094241,57.27003217,48.35443038,112,3,72,29.66085672,58.63874346,0.794487167,1.570680628,19.06769276,37.69633508,50.5823493,51.62162162,191,4.857142925,654,9
0,39.84375,67.54966887,63.41145635,58.75486381,397,42,41,52.14833021,79.24151697,5.516951904,8.383233533,5.385595933,8.183632735,71.19495273,75,542,4.25,1461,4
1,45.40682435,91.53439153,53.41207385,44.05594406,382,7,11,39.76988494,91.16945107,0.728767551,1.670644391,1.145206112,2.625298329,49.66030121,54.98687664,477,5,1856,7
1,19.91017908,79.16666667,26.64670646,26.04651163,269,3,8,45.34832835,94.71830986,0.505743455,1.056338028,1.348649152,2.816901408,47.87704647,54.40613027,284,5,1241,7
1,18.37331802,59.80952381,32.12404847,53.19148936,399,12,67,24.00516868,81.59509202,0.721959956,2.45398773,4.030942917,13.70143149,31.82640076,58.91566265,529,4.5,2963,14
1,52.87817717,67.40614334,86.34538054,54.30954588,248,7,37,36.47292554,79.74276527,1.029477734,2.250803859,5.441525206,11.89710611,59.56264138,36.45955451,405,5,1450,11
1,41.57706201,53.62095532,83.27359557,61.45833333,508,11,56,63.3384645,86.24787776,1.371502224,1.867572156,6.982193142,9.507640068,100,68.48837209,899,4.777777672,1575,12
0,62.52446175,93.14868805,69.56947446,65.70881226,544,7,9,54.22995687,93.15068493,0.697811972,1.198630137,0.897186808,1.54109589,61.10839248,69.35866983,613,5,2147,3
1,42.79123545,64.63414634,70.01153231,60.9989373,580,5,7,70.16906142,97.15242881,0.6049057,0.837520938,0.846868008,1.172529313,72.46770263,81.55737705,599,5,1698,6
0,47.01986611,76.01713062,62.78145909,57.86864932,237,14,64,32.14033246,60.92544987,1.898584887,3.598971722,8.679245412,16.45244216,60.48349142,58.85022693,446,5,1315,4
1,26.39517486,43.10344828,63.80090714,60.86956522,180,8,126,29.90328968,53.89221557,1.329035126,2.395209581,20.93230337,37.7245509,61.63400412,69.58333333,371,4.5,1094,2
0,48.92018735,77.877429,64.41314816,60.76294278,386,27,72,37.38228977,72.96786389,2.614823356,5.103969754,6.972862035,13.61058601,52.58700252,63.42925659,543,4.333333492,1969,8
1,47.97239006,75.03373819,66.4365828,62.16442953,667,3,11,60.85126996,88.11096433,0.273693865,0.396301189,1.003544126,1.453104359,71.70779109,81.04925054,786,5,2173,4
1,20.42875141,48.35820896,44.64060664,39.83353151,115,44,46,14.88092095,33.43023256,5.693569779,12.79069767,5.952368677,13.37209302,48.13654423,52.20030349,372,5,1611,8
1,16.70854241,30.78703704,57.16080666,49.76958525,72,7,11,9.867027402,18.09045226,0.959294382,1.75879397,1.507462561,2.763819095,57.83174634,58.87573964,422,5,1544,6
0,18.3291778,68.85245902,29.48877811,60.82621083,312,16,31,17.83159822,75.72815534,0.914440956,3.883495146,1.771729253,7.524271845,25.0328213,71.28027682,438,5,3229,2
0,22.93265164,37.88732394,62.57459521,62.94326241,331,77,63,36.05954647,66.33266533,8.388474584,15.43086172,6.863297522,12.6252505,58.82826447,57.68786127,540,5,1809,2
0,45.19230723,72.49357326,65.38461447,60.73380172,587,93,34,45.32159567,77.74834437,7.18042329,12.31788079,2.62510106,4.503311258,64.77822661,67.5313059,839,4.666666508,2749,3
1,142.2222257,80.57553957,183.4920645,53.77176015,396,7,11,147.3877549,83.5443038,2.60533914,1.476793249,4.094104096,2.320675105,176.418674,57.45454545,474,4.5,539,2
1,29.43089306,67.53731343,50.89430809,40.17991004,171,5,7,29.32380438,77.02702703,0.857421197,2.252252252,1.200389676,3.153153153,53.1601131,35.69131833,310,5,1116,6
1,26.69126689,66.76923077,45.75645626,40.88050314,361,0,0,47.00908065,100,0,0,0,0,47.00908065,55.79598145,361,5,1515,11
0,27.2294879,43.37121212,65.39833546,61.39534884,272,69,96,34.26633775,56.90376569,8.692563325,14.43514644,12.09400147,20.08368201,65.2572155,68.57962697,518,3.666666746,1363,5
0,38.24419677,53.53107345,78.40564847,61.88811189,429,60,131,43.81938875,64.31784108,6.128586084,8.995502249,13.38074654,19.64017991,73.84946346,70.80679406,723,4.166666508,1657,7
0,28.98903787,43.19419238,69.79293823,66.22596154,372,72,43,49.9289155,72.79843444,9.663660824,14.09001957,5.771353096,8.414872798,68.58515143,75.03671072,511,4.25,1362,4
1,36.36363745,55.5808656,67.06408262,63.80813953,183,63,41,28.20426226,53.98230088,9.709664434,18.5840708,6.318987906,12.09439528,55.17555475,64.4486692,358,5,1123,4
0,52.70833373,78.57142857,68.12499762,72.52252252,207,21,35,49.00568128,75,4.971591011,7.608695652,8.285985142,12.68115942,70.3125,80,297,4,902,1
0,23.15668166,35.13986014,69.12442446,53.1598513,434,11,59,46.21433318,80.97014925,1.171331014,2.052238806,6.28259331,11.00746269,60.37678719,58.7075575,567,5,2099,14
0,22.96544015,36.58969805,66.10925198,66.31330978,275,19,125,32.0486933,63.51039261,2.214273438,4.387990762,14.56758827,28.86836028,63.28160167,64.14814815,543,5,1776,4
1,35.49618423,54.30656934,67.3664093,66.44034918,473,146,76,51.39578581,66.43258427,15.86423814,20.50561798,8.258096129,10.6741573,80.95107675,75.74468085,745,5,1868,6
1,30.83871007,50.95948827,63.35483789,58.84567127,355,23,89,50.071913,71.86234818,3.244096041,4.655870445,12.55324036,18.01619433,69.67753768,66.75675676,494,5,1407,4
1,63.74999881,71.4,91.07142687,65.87615283,383,13,76,72.76709676,73.23135755,2.469901554,2.485659656,14.43942338,14.53154876,100,75.68740955,531,5,1028,4
0,27.65957415,39.32384342,74.09261465,62.72321429,291,79,58,42.59330034,62.58064516,11.56312972,16.98924731,8.489386737,12.47311828,68.79330277,64.3153527,470,5,1375,6
0,4.287962243,45.67039106,9.415158629,54.78194338,215,29,137,2.818065695,54.98721228,0.380111183,7.416879795,1.795697585,35.03836317,5.308449268,33.05156382,405,4.545454502,13059,14
0,4.059505835,54.66893039,7.526475191,55.56603774,372,49,177,4.68760021,60.09693053,0.617452711,7.915993538,2.230390534,28.59450727,8.077289909,67.4291939,641,4.625,13623,14
0,8.827586472,33.68421053,27.03448236,56.88622754,95,29,70,12.56215572,43.57798165,3.834763542,13.30275229,9.256325662,32.11009174,31.20703995,70.09646302,236,4.833333492,1378,14
0,36.77581847,51.4084507,71.5365231,56.12648221,206,37,42,50.98753572,61.86186186,9.157955647,11.11111111,10.3955172,12.61261261,89.84696865,74.4966443,363,5,790,14
0,18.14346015,26.875,69.19831038,60.15037594,77,24,43,32.04447925,47.2392638,9.987889975,14.72392638,17.89496839,26.3803681,78.65462899,71.1790393,189,5,501,10
1,15.03268033,38.83677298,40.30500948,49.30619796,325,23,171,24.00258332,58.13953488,1.698644273,4.114490161,12.62905151,30.59033989,45.86339891,66.23222749,621,4.933333397,2714,14
0,35.14376879,56.99481865,64.85623121,60.3125,226,16,87,43.55667531,66.86390533,3.083658405,4.733727811,16.76739305,25.73964497,74.39326048,63.17757009,386,5,1099,3
1,22.78761119,37.86764706,61.61504388,57.74946921,219,14,298,24.03028756,39.10714286,1.53618278,2.5,32.69874752,53.21428571,66.27531648,65.72769953,604,5,1761,7
0,43.53518784,84.98402556,57.61047602,51.73553719,224,0,1,37.96622455,96.96969697,0,0,0.169492071,0.432900433,39.15266693,55.52884615,231,5,1315,4
1,36.58837974,54.71349353,69.34487224,66.13691932,349,45,42,44.90020573,71.66324435,5.789424852,9.240246407,5.40346317,8.624229979,64.84155655,75.27047913,504,4.875,1408,9
0,60.44775844,60.44776119,100,71.65775401,226,122,18,50.27390122,59.78835979,27.13900805,32.27513228,4.004115984,4.761904762,87.42319345,74.40944882,393,4.692307472,877,14
1,21.73912972,42.85714286,52.89855003,59.3220339,39,15,16,29.75155115,52.7027027,11.44290417,20.27027027,12.20576465,21.62162162,61.02882028,67.27272727,80,3.666666746,246,3
1,124.0259767,34.4765343,371.4285612,46.86971235,143,18,134,119.1851735,45.68690096,15.00232965,5.750798722,111.6840124,42.8115016,273.3757734,34.28258488,328,5,229,5
1,23.16561788,40.32846715,59.64360833,58.11240721,236,31,115,27.72700787,50.64377682,3.642106801,6.652360515,13.5110423,24.67811159,57.68627524,60.3626943,491,4.25,1650,4
0,45.95419765,60.93117409,76.64121985,70.57142857,232,17,16,37.62926161,70.94801223,2.757316642,5.198776758,2.5951216,4.892966361,53.0377984,55.23648649,327,4.857142925,1301,9
1,98.97435904,37.54863813,275.1281977,64.00996264,248,15,54,70.10822296,76.30769231,4.240416735,4.615384615,15.26550055,16.61538462,100,27.56573367,371,4.5,733,9
1,125.3086448,66.01626016,194.4444418,72.60920897,277,6,77,95.86993456,71.20822622,2.076605149,1.542416452,26.64976418,19.79434447,100,58.32083958,409,5,574,13
0,38.41387928,50.65359477,76.82775855,56.93023256,477,62,118,54.84580398,70.3539823,7.128804922,9.144542773,13.56772482,17.40412979,79.33669686,76.35135135,690,4.714285851,1424,7
1,31.97556138,50,66.39510989,47.00598802,212,48,95,39.15226758,57.45257453,8.864664286,13.00813008,17.54464805,25.74525745,72.21007347,63.84083045,391,4.333333492,936,3
1,42.01312959,40.42105263,100,53.13199105,367,16,113,88.86595964,71.40077821,3.874265403,3.112840467,27.36199796,21.9844358,100,68.44207723,534,4.875,771,14
1,35.86647809,45.33213645,79.97159362,76.82758621,709,45,59,55.48709631,80.65984073,3.52174826,5.119453925,4.617403075,6.712172924,72.23496437,81.38888889,923,4.666666508,2248,11
0,27.86709666,50,64.09431696,59.9078341,313,10,75,36.65462136,64.40329218,1.171074156,2.057613169,8.783055842,15.43209877,65.69725871,64.2007926,561,5,1717,6
1,34.04255211,42.85714286,82.97872543,66.27218935,129,24,16,51.17858648,71.66666667,9.521596879,13.33333333,6.347731501,8.888888889,71.4119792,64.0569395,180,4.5,556,2
1,17.50972718,34.02646503,56.61478639,48.04722979,391,16,93,40.82618654,74.33460076,1.670636795,3.041825095,9.710576385,17.68060837,65.67690969,56.86486486,629,4.800000191,2009,11
1,22.0605582,53.02457467,42.07628667,69.74291365,689,43,96,28.99007201,80.39673279,1.809249818,5.017502917,4.039255157,11.20186698,37.1106565,70.53497942,882,4.199999809,4371,4
0,26.81047618,62.81588448,46.22496068,35.2866242,236,1,112,38.58998418,64.65753425,0.16351688,0.273972603,18.3138907,30.68493151,72.60149717,56.58914729,444,5,1259,6
0,27.35751271,60.68965517,49.74093139,41.42857143,433,2,22,46.45342827,93.72294372,0.214565499,0.432900433,2.36022044,4.761904762,53.53409052,49.20127796,499,5,2004,14
1,20.65677941,38.16046967,56.56779408,57.67494357,340,12,51,41.95810854,75.22123894,1.480874419,2.654867257,6.293716282,11.28318584,62.19672561,59.08496732,504,5,1559,5
1,43.87417138,62.06088993,72.01986909,57.2386059,283,24,26,42.81353951,82.26744186,3.630830348,6.976744186,3.933399543,7.558139535,55.37016392,51.80722892,366,3.75,1230,4
1,40.24216533,64.49771689,65.02848864,58.83143049,379,52,73,29.782781,71.64461248,4.08629179,9.829867675,5.736524984,13.79962193,49.4284153,48.3989021,629,5,2557,9
1,22.3950237,46.90553746,51.16640925,42.75766017,186,35,51,27.72021294,61.58940397,5.216168985,11.58940397,7.60070309,16.88741722,52.16168761,50.16611296,350,5,1293,7
0,15.50000012,22.57281553,78.66666913,58.27439887,165,127,23,29.06727791,47.14285714,22.37299532,36.28571429,4.051802307,6.571428571,61.83403134,57.85123967,351,5,1158,4
0,45.93175948,67.17850288,69.81627345,65.125,414,56,15,54.59091663,83.63636364,7.384278625,11.31313131,1.977931708,3.03030303,69.22761202,69.42496494,525,5,1527,3
1,37.6365453,53.30520394,73.48560095,62.31375986,763,60,13,80.43497801,89.87043581,6.325162202,7.067137809,1.370451786,1.531213192,89.92272019,86.10547667,853,5,2223,6
